name,hhmmss,time,frame,
Darty,01:14:04,4444,111100,
Paul,01:14:12,4452,111300,
Luke,01:14:16,4456,111400,
Luke,01:14:29,4469,111725,
Jack,01:14:37,4477,111925,
Darty,01:14:44,4484,112100,
Paul,01:14:54,4494,112350,
Paul,01:15:09,4509,112725,
Jack,01:15:23,4523,113075,
Darty,01:15:32,4532,113300,
Luke,01:15:47,4547,113675,
Luke,01:15:55,4555,113875,
Darty,01:16:14,4574,114350,
Darty,01:17:42,4662,116550,
Luke,01:17:46,4666,116650,
Jack,01:17:54,4674,116850,
Paul,01:17:58,4678,116950,
Luke,01:18:05,4685,117125,
Darty,01:18:24,4704,117600,
Paul,01:18:28,4708,117700,
Jack,01:18:36,4716,117900,
Luke,01:18:41,4721,118025,
Paul,01:18:50,4730,118250,
Darty,01:19:06,4746,118650,
Jack,01:19:19,4759,118975,
Paul,01:19:23,4763,119075,
Luke,01:19:34,4774,119350,
Jack,01:19:51,4791,119775,
Paul,01:19:55,4795,119875,
Darty,01:20:04,4804,120100,
Darty,01:20:15,4815,120375,
Luke,01:20:20,4820,120500,
Luke,01:20:30,4830,120750,
Jack,01:20:34,4834,120850,
Jack,01:20:54,4854,121350,
Paul,01:20:56,4856,121400,
Darty,01:21:05,4865,121625,
Luke,01:21:19,4879,121975,
Jack,01:21:39,4899,122475,
Luke,01:21:42,4902,122550,
Darty,01:21:50,4910,122750,
Darty,01:22:01,4921,123025,
Paul,01:22:11,4931,123275,
Luke,01:22:25,4945,123625,
Paul,01:22:58,4978,124450,
Darty,01:23:01,4981,124525,
Luke,01:23:07,4987,124675,
Jack,01:23:24,5004,125100,
Paul,01:23:44,5024,125600,
Darty,01:23:48,5028,125700,
Luke,01:23:56,5036,125900,
Jack,01:24:01,5041,126025,
Darty,01:24:11,5051,126275,
Paul,01:24:32,5072,126800,
Jack,01:24:36,5076,126900,
Luke,01:24:44,5084,127100,
Luke,01:24:55,5095,127375,
Darty,01:25:00,5100,127500,
Darty,01:25:08,5108,127700,
Paul,01:25:32,5132,128300,
Luke,01:25:39,5139,128475,
Darty,01:25:43,5143,128575,
Paul,01:25:57,5157,128925,
Darty,01:26:00,5160,129000,
Darty,01:26:53,5213,130325,
Luke,01:27:11,5231,130775,
Paul,01:27:18,5238,130950,
Darty,01:27:22,5242,131050,
Luke,01:27:28,5248,131200,
Jack,01:27:33,5253,131325,
Darty,01:27:53,5273,131825,
Luke,01:28:12,5292,132300,
Darty,01:28:16,5296,132400,
Paul,01:28:27,5307,132675,
Darty,01:28:30,5310,132750,
Jack,01:28:41,5321,133025,
Darty,01:28:45,5325,133125,
Jack,01:28:52,5332,133300,
Jack,01:33:07,5587,139675,
Jack,01:33:49,5629,140725,
Paul,01:33:54,5634,140850,
Jack,01:34:02,5642,141050,
Paul,01:34:08,5648,141200,
Jack,01:34:12,5652,141300,
Paul,01:34:18,5658,141450,
Jack,01:34:23,5663,141575,
Paul,01:34:29,5669,141725,
Jack,01:34:34,5674,141850,
Paul,01:34:40,5680,142000,
Jack,01:34:45,5685,142125,
Jack,01:34:52,5692,142300,
Paul,01:34:59,5699,142475,
Paul,01:35:34,5734,143350,
Jack,01:35:39,5739,143475,
Paul,01:35:44,5744,143600,
Jack,01:35:50,5750,143750,
Paul,01:35:56,5756,143900,
Jack,01:36:02,5762,144050,
Paul,01:36:07,5767,144175,
Jack,01:36:14,5774,144350,
Paul,01:36:18,5778,144450,
Jack,01:36:24,5784,144600,
Paul,01:36:29,5789,144725,
Jack,01:36:36,5796,144900,
Jack,01:36:55,5815,145375,
Darty,01:37:58,5878,146950,
Darty,01:38:04,5884,147100,
Luke,01:38:09,5889,147225,
Luke,01:38:18,5898,147450,
Darty,01:38:27,5907,147675,
Darty,01:38:31,5911,147775,
Luke,01:38:37,5917,147925,
Darty,01:38:47,5927,148175,
Luke,01:38:53,5933,148325,
Darty,01:39:02,5942,148550,
Darty,01:39:06,5946,148650,
Luke,01:39:12,5952,148800,
Darty,01:39:19,5959,148975,
Luke,01:39:25,5965,149125,
Luke,01:39:31,5971,149275,
Luke,01:39:47,5987,149675,
Luke,01:39:51,5991,149775,
Darty,01:39:57,5997,149925,
Darty,01:40:03,6003,150075,
Darty,01:40:17,6017,150425,
Luke,01:40:26,6026,150650,
Darty,01:40:32,6032,150800,
Darty,01:40:40,6040,151000,
Luke,01:40:48,6048,151200,
Darty,01:40:53,6053,151325,
Darty,01:41:01,6061,151525,
Darty,01:41:09,6069,151725,
Darty,01:41:17,6077,151925,
Luke,01:41:24,6084,152100,
Darty,01:41:30,6090,152250,
Darty,01:41:38,6098,152450,
Luke,01:41:49,6109,152725,
Darty,01:41:58,6118,152950,
Jack,01:45:14,6314,157850,
Paul,01:45:31,6331,158275,
Paul,01:45:48,6348,158700,
Jack,01:46:13,6373,159325,
Luke,01:46:18,6378,159450,
Jack,01:46:34,6394,159850,
Paul,01:46:38,6398,159950,
Luke,01:46:48,6408,160200,
Luke,01:47:14,6434,160850,
Luke,01:47:30,6450,161250,
Darty,01:47:41,6461,161525,
Darty,01:48:08,6488,162200,
Luke,01:48:13,6493,162325,
Paul,01:48:22,6502,162550,
Darty,01:48:41,6521,163025,
Paul,01:48:45,6525,163125,
Paul,01:49:27,6567,164175,
Paul,01:49:40,6580,164500,
Darty,01:49:43,6583,164575,
Jack,01:50:19,6619,165475,
Luke,01:50:31,6631,165775,
Jack,01:50:50,6650,166250,
Paul,01:50:55,6655,166375,
Darty,01:50:59,6659,166475,
Luke,01:51:03,6663,166575,
Paul,01:51:32,6692,167300,
Luke,01:52:28,6748,168700,
Jack,01:52:32,6752,168800,
Luke,01:52:53,6773,169325,
Jack,01:53:01,6781,169525,
Darty,01:53:27,6807,170175,
Paul,01:53:35,6815,170375,
Darty,01:54:01,6841,171025,
Luke,01:54:09,6849,171225,
Luke,01:54:11,6851,171275,
Jack,01:58:11,7091,177275,
Paul,01:58:14,7094,177350,
Jack,01:58:17,7097,177425,
Jack,01:58:20,7100,177500,
Darty,01:58:28,7108,177700,
Paul,01:58:32,7112,177800,
Luke,01:58:37,7117,177925,
Darty,01:58:38,7118,177950,
Jack,01:59:02,7142,178550,
Luke,01:59:04,7144,178600,
Darty,01:59:06,7146,178650,
Luke,01:59:27,7167,179175,
Paul,01:59:29,7169,179225,
Paul,01:59:57,7197,179925,
Darty,02:00:01,7201,180025,
Darty,02:00:18,7218,180450,
Paul,02:00:36,7236,180900,
Darty,02:01:22,7282,182050,
Luke,02:01:25,7285,182125,
Jack,02:01:29,7289,182225,
Darty,02:01:33,7293,182325,
Darty,02:02:00,7320,183000,
Luke,02:02:04,7324,183100,
Darty,02:02:06,7326,183150,
Paul,02:02:32,7352,183800,
Paul,02:02:40,7360,184000,
Luke,02:03:13,7393,184825,
Darty,02:03:17,7397,184925,
Luke,02:03:32,7412,185300,
Darty,02:03:35,7415,185375,
Paul,02:03:39,7419,185475,
Jack,02:04:28,7468,186700,
Paul,02:04:33,7473,186825,
Luke,02:04:42,7482,187050,
Jack,02:05:11,7511,187775,
Luke,02:05:15,7515,187875,
Paul,02:05:30,7530,188250,
Paul,02:05:56,7556,188900,
Jack,02:06:07,7567,189175,
Paul,02:06:24,7584,189600,
Darty,02:06:28,7588,189700,
Paul,02:06:32,7592,189800,
Jack,02:06:47,7607,190175,
Darty,02:07:31,7651,191275,
Paul,02:07:35,7655,191375,
Luke,02:07:46,7666,191650,
Jack,02:07:50,7670,191750,
Darty,02:08:18,7698,192450,
Luke,02:08:21,7701,192525,
Paul,02:08:30,7710,192750,
Luke,02:08:35,7715,192875,
Luke,02:09:08,7748,193700,
Jack,02:09:16,7756,193900,
Luke,02:09:33,7773,194325,
Jack,02:09:44,7784,194600,
Jack,02:10:16,7816,195400,
Paul,02:10:26,7826,195650,
Jack,02:10:48,7848,196200,
Paul,02:10:53,7853,196325,
Luke,02:10:55,7855,196375,
Paul,02:11:29,7889,197225,
Darty,02:11:34,7894,197350,
Paul,02:11:51,7911,197775,
Darty,02:11:53,7913,197825,
